t,segment_id,meal_slug,sure,ayet,class,cond,A0_ABL_score,T0_DAT_score,B_abl,T_teleo,Pi,D_c
2,muhammedesed_s007_a096,muhammedesed,7,96,ABL_dominant,1,1.000000,0.000000,0.900375,0.000000,-0.599625,0
3,muhammedesed_s007_a096,muhammedesed,7,96,ABL_dominant,1,1.000000,0.000000,1.115319,0.000000,-0.384681,0
4,muhammedesed_s007_a096,muhammedesed,7,96,ABL_dominant,1,1.000000,0.000000,1.298021,0.000000,-0.201979,0
5,muhammedesed_s007_a096,muhammedesed,7,96,ABL_dominant,1,1.000000,0.000000,1.453318,0.000000,-0.046682,0
0,mustafacavdar_s002_a010,mustafacavdar,2,10,ABL_dominant,0,1.000000,0.000000,0.350000,0.000000,0.350000,0
1,mustafacavdar_s002_a010,mustafacavdar,2,10,ABL_dominant,0,1.000000,0.000000,0.647500,0.000000,0.647500,0
2,mustafacavdar_s002_a010,mustafacavdar,2,10,ABL_dominant,0,1.000000,0.000000,0.900375,0.000000,0.900375,0
3,mustafacavdar_s002_a010,mustafacavdar,2,10,ABL_dominant,0,1.000000,0.000000,1.115319,0.000000,1.115319,0
4,mustafacavdar_s002_a010,mustafacavdar,2,10,ABL_dominant,0,1.000000,0.000000,1.298021,0.000000,1.298021,1
5,mustafacavdar_s002_a010,mustafacavdar,2,10,ABL_dominant,0,1.000000,0.000000,1.453318,0.000000,1.453318,1
0,mustafacavdar_s008_a053,mustafacavdar,8,53,ABL_dominant,0,1.000000,0.000000,0.350000,0.000000,0.350000,0
1,mustafacavdar_s008_a053,mustafacavdar,8,53,ABL_dominant,0,1.000000,0.000000,0.647500,0.000000,0.647500,0
2,mustafacavdar_s008_a053,mustafacavdar,8,53,ABL_dominant,0,1.000000,0.000000,0.900375,0.000000,0.900375,0
3,mustafacavdar_s008_a053,mustafacavdar,8,53,ABL_dominant,0,1.000000,0.000000,1.115319,0.000000,1.115319,0
4,mustafacavdar_s008_a053,mustafacavdar,8,53,ABL_dominant,0,1.000000,0.000000,1.298021,0.000000,1.298021,1
5,mustafacavdar_s008_a053,mustafacavdar,8,53,ABL_dominant,0,1.000000,0.000000,1.453318,0.000000,1.453318,1
0,mustafacavdar_s007_a096,mustafacavdar,7,96,conditional_only,1,0.000000,0.000000,0.000000,0.000000,-1.500000,0
1,mustafacavdar_s007_a096,mustafacavdar,7,96,conditional_only,1,0.000000,0.000000,0.000000,0.000000,-1.500000,0
2,mustafacavdar_s007_a096,mustafacavdar,7,96,conditional_only,1,0.000000,0.000000,0.000000,0.000000,-1.500000,0
3,mustafacavdar_s007_a096,mustafacavdar,7,96,conditional_only,1,0.000000,0.000000,0.000000,0.000000,-1.500000,0
4,mustafacavdar_s007_a096,mustafacavdar,7,96,conditional_only,1,0.000000,0.000000,0.000000,0.000000,-1.500000,0
5,mustafacavdar_s007_a096,mustafacavdar,7,96,conditional_only,1,0.000000,0.000000,0.000000,0.000000,-1.500000,0
0,omernasuhi_s002_a010,omernasuhi,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
1,omernasuhi_s002_a010,omernasuhi,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
2,omernasuhi_s002_a010,omernasuhi,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
3,omernasuhi_s002_a010,omernasuhi,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
4,omernasuhi_s002_a010,omernasuhi,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
5,omernasuhi_s002_a010,omernasuhi,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
0,omernasuhi_s008_a053,omernasuhi,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
1,omernasuhi_s008_a053,omernasuhi,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
2,omernasuhi_s008_a053,omernasuhi,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
3,omernasuhi_s008_a053,omernasuhi,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
4,omernasuhi_s008_a053,omernasuhi,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
5,omernasuhi_s008_a053,omernasuhi,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
0,omernasuhi_s007_a096,omernasuhi,7,96,ABL_dominant,1,1.000000,0.000000,0.350000,0.000000,-1.150000,0
1,omernasuhi_s007_a096,omernasuhi,7,96,ABL_dominant,1,1.000000,0.000000,0.647500,0.000000,-0.852500,0
2,omernasuhi_s007_a096,omernasuhi,7,96,ABL_dominant,1,1.000000,0.000000,0.900375,0.000000,-0.599625,0
3,omernasuhi_s007_a096,omernasuhi,7,96,ABL_dominant,1,1.000000,0.000000,1.115319,0.000000,-0.384681,0
4,omernasuhi_s007_a096,omernasuhi,7,96,ABL_dominant,1,1.000000,0.000000,1.298021,0.000000,-0.201979,0
5,omernasuhi_s007_a096,omernasuhi,7,96,ABL_dominant,1,1.000000,0.000000,1.453318,0.000000,-0.046682,0
0,orhankuntman_s002_a010,orhankuntman,2,10,ABL_dominant,0,1.000000,0.000000,0.350000,0.000000,0.350000,0
1,orhankuntman_s002_a010,orhankuntman,2,10,ABL_dominant,0,1.000000,0.000000,0.647500,0.000000,0.647500,0
2,orhankuntman_s002_a010,orhankuntman,2,10,ABL_dominant,0,1.000000,0.000000,0.900375,0.000000,0.900375,0
3,orhankuntman_s002_a010,orhankuntman,2,10,ABL_dominant,0,1.000000,0.000000,1.115319,0.000000,1.115319,0
4,orhankuntman_s002_a010,orhankuntman,2,10,ABL_dominant,0,1.000000,0.000000,1.298021,0.000000,1.298021,1
5,orhankuntman_s002_a010,orhankuntman,2,10,ABL_dominant,0,1.000000,0.000000,1.453318,0.000000,1.453318,1
0,orhankuntman_s008_a053,orhankuntman,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
1,orhankuntman_s008_a053,orhankuntman,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
2,orhankuntman_s008_a053,orhankuntman,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
3,orhankuntman_s008_a053,orhankuntman,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
4,orhankuntman_s008_a053,orhankuntman,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
5,orhankuntman_s008_a053,orhankuntman,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
0,orhankuntman_s007_a096,orhankuntman,7,96,ABL_dominant,1,1.000000,0.000000,0.350000,0.000000,-1.150000,0
1,orhankuntman_s007_a096,orhankuntman,7,96,ABL_dominant,1,1.000000,0.000000,0.647500,0.000000,-0.852500,0
2,orhankuntman_s007_a096,orhankuntman,7,96,ABL_dominant,1,1.000000,0.000000,0.900375,0.000000,-0.599625,0
3,orhankuntman_s007_a096,orhankuntman,7,96,ABL_dominant,1,1.000000,0.000000,1.115319,0.000000,-0.384681,0
4,orhankuntman_s007_a096,orhankuntman,7,96,ABL_dominant,1,1.000000,0.000000,1.298021,0.000000,-0.201979,0
5,orhankuntman_s007_a096,orhankuntman,7,96,ABL_dominant,1,1.000000,0.000000,1.453318,0.000000,-0.046682,0
0,sates_s002_a010,sates,2,10,ABL_dominant,0,1.000000,0.000000,0.350000,0.000000,0.350000,0
1,sates_s002_a010,sates,2,10,ABL_dominant,0,1.000000,0.000000,0.647500,0.000000,0.647500,0
2,sates_s002_a010,sates,2,10,ABL_dominant,0,1.000000,0.000000,0.900375,0.000000,0.900375,0
3,sates_s002_a010,sates,2,10,ABL_dominant,0,1.000000,0.000000,1.115319,0.000000,1.115319,0
4,sates_s002_a010,sates,2,10,ABL_dominant,0,1.000000,0.000000,1.298021,0.000000,1.298021,1
5,sates_s002_a010,sates,2,10,ABL_dominant,0,1.000000,0.000000,1.453318,0.000000,1.453318,1
0,sates_s008_a053,sates,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
1,sates_s008_a053,sates,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
2,sates_s008_a053,sates,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
3,sates_s008_a053,sates,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
4,sates_s008_a053,sates,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
5,sates_s008_a053,sates,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
0,sates_s007_a096,sates,7,96,ABL_dominant,0,1.000000,0.000000,0.350000,0.000000,0.350000,0
1,sates_s007_a096,sates,7,96,ABL_dominant,0,1.000000,0.000000,0.647500,0.000000,0.647500,0
2,sates_s007_a096,sates,7,96,ABL_dominant,0,1.000000,0.000000,0.900375,0.000000,0.900375,0
3,sates_s007_a096,sates,7,96,ABL_dominant,0,1.000000,0.000000,1.115319,0.000000,1.115319,0
4,sates_s007_a096,sates,7,96,ABL_dominant,0,1.000000,0.000000,1.298021,0.000000,1.298021,1
5,sates_s007_a096,sates,7,96,ABL_dominant,0,1.000000,0.000000,1.453318,0.000000,1.453318,1
0,satiralti_s002_a010,satiralti,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
1,satiralti_s002_a010,satiralti,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
2,satiralti_s002_a010,satiralti,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
3,satiralti_s002_a010,satiralti,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
4,satiralti_s002_a010,satiralti,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
5,satiralti_s002_a010,satiralti,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
0,satiralti_s008_a053,satiralti,8,53,ABL_dominant,1,1.000000,0.000000,0.350000,0.000000,-1.150000,0
1,satiralti_s008_a053,satiralti,8,53,ABL_dominant,1,1.000000,0.000000,0.647500,0.000000,-0.852500,0
2,satiralti_s008_a053,satiralti,8,53,ABL_dominant,1,1.000000,0.000000,0.900375,0.000000,-0.599625,0
3,satiralti_s008_a053,satiralti,8,53,ABL_dominant,1,1.000000,0.000000,1.115319,0.000000,-0.384681,0
4,satiralti_s008_a053,satiralti,8,53,ABL_dominant,1,1.000000,0.000000,1.298021,0.000000,-0.201979,0
5,satiralti_s008_a053,satiralti,8,53,ABL_dominant,1,1.000000,0.000000,1.453318,0.000000,-0.046682,0
0,satiralti_s007_a096,satiralti,7,96,ABL_dominant,1,1.000000,0.000000,0.350000,0.000000,-1.150000,0
1,satiralti_s007_a096,satiralti,7,96,ABL_dominant,1,1.000000,0.000000,0.647500,0.000000,-0.852500,0
2,satiralti_s007_a096,satiralti,7,96,ABL_dominant,1,1.000000,0.000000,0.900375,0.000000,-0.599625,0
3,satiralti_s007_a096,satiralti,7,96,ABL_dominant,1,1.000000,0.000000,1.115319,0.000000,-0.384681,0
4,satiralti_s007_a096,satiralti,7,96,ABL_dominant,1,1.000000,0.000000,1.298021,0.000000,-0.201979,0
5,satiralti_s007_a096,satiralti,7,96,ABL_dominant,1,1.000000,0.000000,1.453318,0.000000,-0.046682,0
0,simsek_s002_a010,simsek,2,10,ABL_dominant,0,1.000000,0.000000,0.350000,0.000000,0.350000,0
1,simsek_s002_a010,simsek,2,10,ABL_dominant,0,1.000000,0.000000,0.647500,0.000000,0.647500,0
2,simsek_s002_a010,simsek,2,10,ABL_dominant,0,1.000000,0.000000,0.900375,0.000000,0.900375,0
3,simsek_s002_a010,simsek,2,10,ABL_dominant,0,1.000000,0.000000,1.115319,0.000000,1.115319,0
4,simsek_s002_a010,simsek,2,10,ABL_dominant,0,1.000000,0.000000,1.298021,0.000000,1.298021,1
5,simsek_s002_a010,simsek,2,10,ABL_dominant,0,1.000000,0.000000,1.453318,0.000000,1.453318,1
0,simsek_s008_a053,simsek,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
1,simsek_s008_a053,simsek,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
2,simsek_s008_a053,simsek,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
3,simsek_s008_a053,simsek,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
4,simsek_s008_a053,simsek,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
5,simsek_s008_a053,simsek,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
0,simsek_s007_a096,simsek,7,96,ABL_dominant,1,1.000000,0.000000,0.350000,0.000000,-1.150000,0
1,simsek_s007_a096,simsek,7,96,ABL_dominant,1,1.000000,0.000000,0.647500,0.000000,-0.852500,0
2,simsek_s007_a096,simsek,7,96,ABL_dominant,1,1.000000,0.000000,0.900375,0.000000,-0.599625,0
3,simsek_s007_a096,simsek,7,96,ABL_dominant,1,1.000000,0.000000,1.115319,0.000000,-0.384681,0
4,simsek_s007_a096,simsek,7,96,ABL_dominant,1,1.000000,0.000000,1.298021,0.000000,-0.201979,0
5,simsek_s007_a096,simsek,7,96,ABL_dominant,1,1.000000,0.000000,1.453318,0.000000,-0.046682,0
0,spiris_s002_a010,spiris,2,10,ABL_dominant,0,1.000000,0.000000,0.350000,0.000000,0.350000,0
1,spiris_s002_a010,spiris,2,10,ABL_dominant,0,1.000000,0.000000,0.647500,0.000000,0.647500,0
2,spiris_s002_a010,spiris,2,10,ABL_dominant,0,1.000000,0.000000,0.900375,0.000000,0.900375,0
3,spiris_s002_a010,spiris,2,10,ABL_dominant,0,1.000000,0.000000,1.115319,0.000000,1.115319,0
4,spiris_s002_a010,spiris,2,10,ABL_dominant,0,1.000000,0.000000,1.298021,0.000000,1.298021,1
5,spiris_s002_a010,spiris,2,10,ABL_dominant,0,1.000000,0.000000,1.453318,0.000000,1.453318,1
0,spiris_s008_a053,spiris,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
1,spiris_s008_a053,spiris,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
2,spiris_s008_a053,spiris,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
3,spiris_s008_a053,spiris,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
4,spiris_s008_a053,spiris,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
5,spiris_s008_a053,spiris,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
0,spiris_s007_a096,spiris,7,96,ABL_dominant,1,1.000000,0.000000,0.350000,0.000000,-1.150000,0
1,spiris_s007_a096,spiris,7,96,ABL_dominant,1,1.000000,0.000000,0.647500,0.000000,-0.852500,0
2,spiris_s007_a096,spiris,7,96,ABL_dominant,1,1.000000,0.000000,0.900375,0.000000,-0.599625,0
3,spiris_s007_a096,spiris,7,96,ABL_dominant,1,1.000000,0.000000,1.115319,0.000000,-0.384681,0
4,spiris_s007_a096,spiris,7,96,ABL_dominant,1,1.000000,0.000000,1.298021,0.000000,-0.201979,0
5,spiris_s007_a096,spiris,7,96,ABL_dominant,1,1.000000,0.000000,1.453318,0.000000,-0.046682,0
0,syildirim_s002_a010,syildirim,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
1,syildirim_s002_a010,syildirim,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
2,syildirim_s002_a010,syildirim,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
3,syildirim_s002_a010,syildirim,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
4,syildirim_s002_a010,syildirim,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
5,syildirim_s002_a010,syildirim,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
0,syildirim_s008_a053,syildirim,8,53,ABL_dominant,1,1.000000,0.000000,0.350000,0.000000,-1.150000,0
1,syildirim_s008_a053,syildirim,8,53,ABL_dominant,1,1.000000,0.000000,0.647500,0.000000,-0.852500,0
2,syildirim_s008_a053,syildirim,8,53,ABL_dominant,1,1.000000,0.000000,0.900375,0.000000,-0.599625,0
3,syildirim_s008_a053,syildirim,8,53,ABL_dominant,1,1.000000,0.000000,1.115319,0.000000,-0.384681,0
4,syildirim_s008_a053,syildirim,8,53,ABL_dominant,1,1.000000,0.000000,1.298021,0.000000,-0.201979,0
5,syildirim_s008_a053,syildirim,8,53,ABL_dominant,1,1.000000,0.000000,1.453318,0.000000,-0.046682,0
0,syildirim_s007_a096,syildirim,7,96,ABL_dominant,1,1.000000,0.000000,0.350000,0.000000,-1.150000,0
1,syildirim_s007_a096,syildirim,7,96,ABL_dominant,1,1.000000,0.000000,0.647500,0.000000,-0.852500,0
2,syildirim_s007_a096,syildirim,7,96,ABL_dominant,1,1.000000,0.000000,0.900375,0.000000,-0.599625,0
3,syildirim_s007_a096,syildirim,7,96,ABL_dominant,1,1.000000,0.000000,1.115319,0.000000,-0.384681,0
4,syildirim_s007_a096,syildirim,7,96,ABL_dominant,1,1.000000,0.000000,1.298021,0.000000,-0.201979,0
5,syildirim_s007_a096,syildirim,7,96,ABL_dominant,1,1.000000,0.000000,1.453318,0.000000,-0.046682,0
